id,postid,votetypeid,userid,creationdate,bountyamount,jsonfield
6698,107,2,,2015-02-09 00:00:00,,
6699,3232,3,,2015-02-09 00:00:00,,
6700,3221,2,,2015-02-10 00:00:00,,
6701,3240,3,,2015-02-10 00:00:00,,
6702,3244,10,,2015-02-10 00:00:00,,
6703,3244,3,,2015-02-10 00:00:00,,
6704,3248,3,,2015-02-10 00:00:00,,
6705,3241,2,,2015-02-10 00:00:00,,
6706,3248,2,,2015-02-10 00:00:00,,
6707,3232,15,,2015-02-10 00:00:00,,
6708,3,2,,2015-02-10 00:00:00,,
6709,3187,2,,2015-02-10 00:00:00,,
6710,3190,2,,2015-02-10 00:00:00,,
6711,893,2,,2015-02-10 00:00:00,,
6712,3229,2,,2015-02-11 00:00:00,,
6713,3252,2,,2015-02-14 00:00:00,,
6714,3249,2,,2015-02-14 00:00:00,,
6715,3253,2,,2015-02-14 00:00:00,,
6716,3240,2,,2015-02-14 00:00:00,,
6717,3248,2,,2015-02-14 00:00:00,,
6718,3250,2,,2015-02-14 00:00:00,,
6719,3223,2,,2015-02-14 00:00:00,,
6720,1035,2,,2015-02-14 00:00:00,,
6721,3241,2,,2015-02-16 00:00:00,,
6722,3220,2,,2015-02-16 00:00:00,,
6723,3230,2,,2015-02-16 00:00:00,,
6724,3252,2,,2015-02-16 00:00:00,,
6725,3256,2,,2015-02-17 00:00:00,,
6726,3255,2,,2015-02-17 00:00:00,,
6727,3248,2,,2015-02-17 00:00:00,,
6728,3249,2,,2015-02-17 00:00:00,,
6729,3253,2,,2015-02-17 00:00:00,,
6730,3250,2,,2015-02-17 00:00:00,,
6731,3240,2,,2015-02-17 00:00:00,,
6732,3223,2,,2015-02-17 00:00:00,,
6733,3224,2,,2015-02-17 00:00:00,,
6734,3225,2,,2015-02-17 00:00:00,,
6735,3182,2,,2015-02-17 00:00:00,,
6736,3238,2,,2015-02-17 00:00:00,,
6737,3194,2,,2015-02-17 00:00:00,,
6738,3252,2,,2015-02-17 00:00:00,,
6739,3208,2,,2015-02-17 00:00:00,,
6740,2181,2,,2015-02-17 00:00:00,,
6742,2168,2,,2015-02-17 00:00:00,,
6743,3252,2,,2015-02-17 00:00:00,,
6744,2181,2,,2015-02-17 00:00:00,,
6745,3194,2,,2015-02-17 00:00:00,,
6746,3208,2,,2015-02-17 00:00:00,,
6747,3238,2,,2015-02-17 00:00:00,,
6748,3182,2,,2015-02-17 00:00:00,,
6749,3248,2,,2015-02-17 00:00:00,,
6750,3223,2,,2015-02-17 00:00:00,,
6751,3253,2,,2015-02-17 00:00:00,,
6752,3224,2,,2015-02-17 00:00:00,,
6753,3250,2,,2015-02-17 00:00:00,,
6754,3225,2,,2015-02-17 00:00:00,,
6755,3240,2,,2015-02-17 00:00:00,,
6756,2182,2,,2015-02-17 00:00:00,,
6757,3255,2,,2015-02-17 00:00:00,,
6758,3256,2,,2015-02-17 00:00:00,,
6760,3256,2,,2015-02-17 00:00:00,,
6761,3249,2,,2015-02-17 00:00:00,,
6762,3252,2,,2015-02-17 00:00:00,,
6763,3250,2,,2015-02-17 00:00:00,,
6764,3253,2,,2015-02-17 00:00:00,,
6765,3248,2,,2015-02-17 00:00:00,,
6766,3255,2,,2015-02-17 00:00:00,,
6768,3253,3,,2015-02-17 00:00:00,,
6769,3256,3,,2015-02-17 00:00:00,,
6770,3255,3,,2015-02-17 00:00:00,,
6771,3257,15,,2015-02-17 00:00:00,,
6773,3252,2,,2015-02-17 00:00:00,,
6775,3257,2,,2015-02-17 00:00:00,,
6776,3251,2,,2015-02-17 00:00:00,,
6779,3254,2,,2015-02-17 00:00:00,,
6780,882,2,,2015-02-17 00:00:00,,
6781,11,2,,2015-02-18 00:00:00,,
6782,107,2,,2015-02-18 00:00:00,,
6783,23,2,,2015-02-18 00:00:00,,
6784,471,2,,2015-02-18 00:00:00,,
6785,50,2,,2015-02-18 00:00:00,,
6786,140,2,,2015-02-18 00:00:00,,
6788,139,2,,2015-02-18 00:00:00,,
6789,740,2,,2015-02-18 00:00:00,,
6790,829,2,,2015-02-18 00:00:00,,
6791,794,2,,2015-02-18 00:00:00,,
6792,834,2,,2015-02-18 00:00:00,,
6793,750,2,,2015-02-18 00:00:00,,
6794,70,2,,2015-02-18 00:00:00,,
6795,88,2,,2015-02-18 00:00:00,,
6796,80,2,,2015-02-18 00:00:00,,
6797,386,2,,2015-02-18 00:00:00,,
6798,385,2,,2015-02-18 00:00:00,,
6799,397,2,,2015-02-18 00:00:00,,
6800,447,2,,2015-02-18 00:00:00,,
6801,387,2,,2015-02-18 00:00:00,,
6802,2158,2,,2015-02-18 00:00:00,,
6803,2159,2,,2015-02-18 00:00:00,,
6804,3260,2,,2015-02-18 00:00:00,,
6805,3259,2,,2015-02-18 00:00:00,,
6806,3260,2,,2015-02-18 00:00:00,,
6807,2168,2,,2015-02-19 00:00:00,,
6809,3262,2,,2015-02-19 00:00:00,,
6810,3263,2,,2015-02-19 00:00:00,,
6811,3261,2,,2015-02-19 00:00:00,,
6812,3224,2,,2015-02-19 00:00:00,,
6813,2178,2,,2015-02-20 00:00:00,,
6814,3183,2,,2015-02-20 00:00:00,,
6815,2177,2,,2015-02-20 00:00:00,,
6816,3265,10,,2015-02-20 00:00:00,,
6817,3263,16,,2015-02-20 00:00:00,,
6820,3263,2,,2015-02-21 00:00:00,,
6823,3262,2,,2015-02-23 00:00:00,,
6824,3266,2,,2015-02-23 00:00:00,,
6826,3267,15,,2015-02-24 00:00:00,,
6827,3257,2,,2015-02-24 00:00:00,,
6828,3267,2,,2015-02-24 00:00:00,,
6829,3267,3,,2015-02-24 00:00:00,,
6830,3264,2,,2015-02-24 00:00:00,,
6831,3266,2,,2015-02-24 00:00:00,,
6832,3225,2,,2015-02-24 00:00:00,,
6833,3268,2,,2015-02-26 00:00:00,,
6834,3269,2,,2015-02-27 00:00:00,,
6835,3266,2,,2015-02-27 00:00:00,,
6836,3269,2,,2015-02-27 00:00:00,,
6837,2168,2,,2015-02-27 00:00:00,,
6838,2168,2,,2015-02-27 00:00:00,,
6839,3272,2,,2015-02-27 00:00:00,,
6840,3273,2,,2015-02-28 00:00:00,,
6841,3274,2,,2015-02-28 00:00:00,,
6842,3274,2,,2015-02-28 00:00:00,,
6843,3201,2,,2015-02-28 00:00:00,,
6844,3274,2,,2015-02-28 00:00:00,,
6845,3243,2,,2015-02-28 00:00:00,,
6847,3260,2,,2015-03-01 00:00:00,,
6849,3257,2,,2015-03-01 00:00:00,,
6850,3195,2,,2015-03-01 00:00:00,,
6851,3196,2,,2015-03-01 00:00:00,,
6852,3275,15,,2015-03-02 00:00:00,,
6853,3276,15,,2015-03-02 00:00:00,,
6854,3276,3,,2015-03-02 00:00:00,,
6855,3276,12,,2015-03-02 00:00:00,,
6856,3276,10,,2015-03-02 00:00:00,,
6859,3188,2,,2015-03-03 00:00:00,,
6860,2138,2,,2015-03-03 00:00:00,,
6861,3278,2,,2015-03-04 00:00:00,,
6862,3277,2,,2015-03-04 00:00:00,,
6863,3278,2,,2015-03-04 00:00:00,,
6865,3279,2,,2015-03-04 00:00:00,,
6867,3279,2,,2015-03-05 00:00:00,,
6868,3206,2,,2015-03-05 00:00:00,,
6869,3206,1,,2015-03-05 00:00:00,,
6870,3210,2,,2015-03-05 00:00:00,,
6871,3274,1,,2015-03-05 00:00:00,,
6872,727,2,,2015-03-06 00:00:00,,
6873,3206,2,,2015-03-06 00:00:00,,
6874,3281,2,,2015-03-06 00:00:00,,
6875,2175,2,,2015-03-06 00:00:00,,
6876,2164,2,,2015-03-06 00:00:00,,
6877,215,2,,2015-03-06 00:00:00,,
6878,216,2,,2015-03-06 00:00:00,,
6879,3280,2,,2015-03-09 00:00:00,,
6880,3283,2,,2015-03-09 00:00:00,,
6881,16,2,,2015-03-09 00:00:00,,
6882,3284,15,,2015-03-10 00:00:00,,
6883,337,2,,2015-03-10 00:00:00,,
6884,342,2,,2015-03-10 00:00:00,,
6885,3286,2,,2015-03-10 00:00:00,,
6886,3286,2,,2015-03-10 00:00:00,,
6887,3287,2,,2015-03-10 00:00:00,,
6888,3216,2,,2015-03-11 00:00:00,,
6889,3217,2,,2015-03-11 00:00:00,,
6890,2153,2,,2015-03-11 00:00:00,,
6891,3191,2,,2015-03-11 00:00:00,,
6892,2155,2,,2015-03-11 00:00:00,,
6893,3273,2,,2015-03-11 00:00:00,,
6894,3239,2,,2015-03-11 00:00:00,,
6895,3286,2,,2015-03-12 00:00:00,,
6896,3206,2,,2015-03-12 00:00:00,,
6897,3202,16,,2015-03-12 00:00:00,,
6898,3290,1,,2015-03-12 00:00:00,,
6899,3290,2,,2015-03-13 00:00:00,,
6900,3287,2,,2015-03-13 00:00:00,,
6901,3290,2,,2015-03-13 00:00:00,,
6902,3288,2,,2015-03-13 00:00:00,,
6903,3289,2,,2015-03-13 00:00:00,,
6904,3228,2,,2015-03-13 00:00:00,,
6905,3239,2,,2015-03-13 00:00:00,,
6906,3272,2,,2015-03-14 00:00:00,,
6907,3291,2,,2015-03-15 00:00:00,,
6908,686,16,,2015-03-15 00:00:00,,
6909,3229,2,,2015-03-15 00:00:00,,
6910,3273,2,,2015-03-15 00:00:00,,
6911,605,2,,2015-03-15 00:00:00,,
6912,624,2,,2015-03-15 00:00:00,,
6913,3293,2,,2015-03-17 00:00:00,,
6914,3294,2,,2015-03-17 00:00:00,,
6915,3293,1,,2015-03-17 00:00:00,,
6916,3294,2,,2015-03-17 00:00:00,,
6917,3296,2,,2015-03-17 00:00:00,,
6918,3295,3,,2015-03-17 00:00:00,,
6919,3286,2,,2015-03-17 00:00:00,,
6920,3285,2,,2015-03-17 00:00:00,,
6921,3297,2,,2015-03-17 00:00:00,,
6923,3297,1,,2015-03-17 00:00:00,,
6924,3290,2,,2015-03-18 00:00:00,,
6925,221,2,,2015-03-18 00:00:00,,
6927,3295,10,,2015-03-19 00:00:00,,
6928,3295,3,,2015-03-19 00:00:00,,
6929,2168,2,,2015-03-19 00:00:00,,
6933,3297,2,,2015-03-19 00:00:00,,
6934,3305,2,,2015-03-20 00:00:00,,
6936,195,2,,2015-03-21 00:00:00,,
6937,221,2,,2015-03-21 00:00:00,,
6938,3305,3,,2015-03-22 00:00:00,,
6939,3260,2,,2015-03-22 00:00:00,,
6940,3306,2,,2015-03-22 00:00:00,,
6941,3293,2,,2015-03-23 00:00:00,,
6942,3292,2,,2015-03-23 00:00:00,,
6943,3307,2,,2015-03-23 00:00:00,,
6944,3291,2,,2015-03-23 00:00:00,,
6945,3308,2,,2015-03-24 00:00:00,,
6946,3293,2,,2015-03-24 00:00:00,,
6947,3310,2,,2015-03-24 00:00:00,,
6948,3312,2,,2015-03-25 00:00:00,,
6949,3314,3,,2015-03-26 00:00:00,,
6950,3314,3,,2015-03-26 00:00:00,,
6951,3314,3,,2015-03-26 00:00:00,,
6952,3314,3,,2015-03-26 00:00:00,,
6953,3315,3,,2015-03-26 00:00:00,,
6954,3315,3,,2015-03-26 00:00:00,,
6955,3314,3,,2015-03-26 00:00:00,,
6956,3315,3,,2015-03-26 00:00:00,,
6957,3315,3,,2015-03-26 00:00:00,,
6958,3314,3,,2015-03-26 00:00:00,,
6959,3314,12,,2015-03-26 00:00:00,,
6960,3314,10,,2015-03-26 00:00:00,,
6961,3313,2,,2015-03-26 00:00:00,,
6962,3306,2,,2015-03-26 00:00:00,,
6963,3316,2,,2015-03-26 00:00:00,,
6964,3305,2,,2015-03-26 00:00:00,,
6965,3280,2,,2015-03-26 00:00:00,,
6966,3316,2,,2015-03-27 00:00:00,,
6967,3232,3,,2015-03-27 00:00:00,,
6968,179,2,,2015-03-27 00:00:00,,
6969,3308,2,,2015-03-27 00:00:00,,
6970,3317,15,,2015-03-27 00:00:00,,
6973,3318,2,,2015-03-28 00:00:00,,
6974,3252,2,,2015-03-28 00:00:00,,
6975,3238,2,,2015-03-28 00:00:00,,
6976,3225,2,,2015-03-28 00:00:00,,
6977,3250,2,,2015-03-28 00:00:00,,
6978,3248,2,,2015-03-28 00:00:00,,
6979,3224,2,,2015-03-28 00:00:00,,
6980,3194,2,,2015-03-28 00:00:00,,
6981,3223,2,,2015-03-28 00:00:00,,
6982,3253,2,,2015-03-28 00:00:00,,
6983,3182,2,,2015-03-28 00:00:00,,
6984,3240,2,,2015-03-28 00:00:00,,
6985,3266,2,,2015-03-28 00:00:00,,
6986,3249,2,,2015-03-28 00:00:00,,
6987,3316,2,,2015-03-28 00:00:00,,
6989,3278,2,,2015-03-28 00:00:00,,
6990,3256,2,,2015-03-28 00:00:00,,
6991,3280,2,,2015-03-28 00:00:00,,
6992,3269,2,,2015-03-28 00:00:00,,
6993,2182,2,,2015-03-28 00:00:00,,
6994,3262,2,,2015-03-28 00:00:00,,
6995,3306,2,,2015-03-28 00:00:00,,
6996,3255,2,,2015-03-28 00:00:00,,
6997,3279,2,,2015-03-28 00:00:00,,
6998,3277,2,,2015-03-28 00:00:00,,
6999,3305,2,,2015-03-28 00:00:00,,
7000,3296,2,,2015-03-28 00:00:00,,
7001,708,2,,2015-03-29 00:00:00,,
7002,709,2,,2015-03-29 00:00:00,,
7003,711,2,,2015-03-29 00:00:00,,
7005,3316,2,,2015-03-30 00:00:00,,
7006,3313,2,,2015-03-30 00:00:00,,
7007,3309,2,,2015-03-30 00:00:00,,
7008,3318,2,,2015-03-30 00:00:00,,
7009,3318,2,,2015-03-30 00:00:00,,
7010,3301,15,,2015-03-31 00:00:00,,
7011,3310,2,,2015-03-31 00:00:00,,
7012,3319,2,,2015-03-31 00:00:00,,
7013,3309,2,,2015-03-31 00:00:00,,
7014,3297,2,,2015-03-31 00:00:00,,
7015,3285,2,,2015-03-31 00:00:00,,
7016,3306,2,,2015-04-02 00:00:00,,
7017,86,2,,2015-04-02 00:00:00,,
7018,3321,15,,2015-04-02 00:00:00,,
7019,3321,3,,2015-04-02 00:00:00,,
7020,228,2,,2015-04-02 00:00:00,,
7021,205,2,,2015-04-02 00:00:00,,
7022,3310,2,,2015-04-02 00:00:00,,
7025,3306,1,,2015-04-03 00:00:00,,
7026,515,2,,2015-04-04 00:00:00,,
7027,485,2,,2015-04-04 00:00:00,,
7028,489,2,,2015-04-04 00:00:00,,
7029,3324,3,,2015-04-06 00:00:00,,
7030,3324,3,,2015-04-06 00:00:00,,
7031,3324,3,,2015-04-06 00:00:00,,
7032,3324,3,,2015-04-06 00:00:00,,
7033,3324,3,,2015-04-06 00:00:00,,
7034,3324,3,,2015-04-06 00:00:00,,
7035,3324,12,,2015-04-06 00:00:00,,
7036,3324,10,,2015-04-06 00:00:00,,
7037,3323,1,,2015-04-06 00:00:00,,
7039,3306,2,,2015-04-08 00:00:00,,
7040,721,3,,2015-04-08 00:00:00,,
7041,756,2,,2015-04-08 00:00:00,,
7042,3309,2,,2015-04-08 00:00:00,,
7043,3310,2,,2015-04-08 00:00:00,,
7045,99,2,,2015-04-09 00:00:00,,
7046,534,2,,2015-04-09 00:00:00,,
7047,3329,3,,2015-04-10 00:00:00,,
7048,3328,2,,2015-04-11 00:00:00,,
7049,3329,3,,2015-04-11 00:00:00,,
7050,3329,12,,2015-04-11 00:00:00,,
7051,3329,10,,2015-04-11 00:00:00,,
7052,3328,3,,2015-04-11 00:00:00,,
7053,899,3,,2015-04-11 00:00:00,,
7054,901,2,,2015-04-11 00:00:00,,
7055,112,2,,2015-04-12 00:00:00,,
7056,534,2,,2015-04-12 00:00:00,,
7057,3331,2,,2015-04-13 00:00:00,,
7058,3269,2,,2015-04-14 00:00:00,,
7059,3333,3,,2015-04-15 00:00:00,,
7060,91,2,,2015-04-16 00:00:00,,
7061,3333,3,,2015-04-17 00:00:00,,
7062,3333,4,,2015-04-17 00:00:00,,
7063,3333,10,,2015-04-17 00:00:00,,
7064,893,2,,2015-04-17 00:00:00,,
7065,3334,2,,2015-04-17 00:00:00,,
7066,991,2,,2015-04-17 00:00:00,,
7067,107,2,,2015-04-20 00:00:00,,
7068,3338,3,,2015-04-21 00:00:00,,
7069,3338,3,,2015-04-21 00:00:00,,
7070,3224,2,,2015-04-21 00:00:00,,
7071,3238,2,,2015-04-21 00:00:00,,
7072,3338,3,,2015-04-21 00:00:00,,
7073,3338,3,,2015-04-21 00:00:00,,
7074,3338,3,,2015-04-21 00:00:00,,
7075,3338,3,,2015-04-21 00:00:00,,
7076,3338,3,,2015-04-21 00:00:00,,
7077,3338,3,,2015-04-21 00:00:00,,
7078,3338,12,,2015-04-21 00:00:00,,
7079,3338,10,,2015-04-21 00:00:00,,
7082,3339,2,,2015-04-22 00:00:00,,
7083,3337,2,,2015-04-22 00:00:00,,
7084,2168,2,,2015-04-22 00:00:00,,
7085,3266,2,,2015-04-22 00:00:00,,
7086,397,2,,2015-04-22 00:00:00,,
7087,1127,2,,2015-04-22 00:00:00,,
7088,3343,1,,2015-04-23 00:00:00,,
7089,221,2,,2015-04-23 00:00:00,,
7090,22,2,,2015-04-24 00:00:00,,
7091,605,2,,2015-04-24 00:00:00,,
7092,602,2,,2015-04-24 00:00:00,,
7093,270,2,,2015-04-24 00:00:00,,
7094,177,2,,2015-04-24 00:00:00,,
7095,53,2,,2015-04-24 00:00:00,,
7096,506,2,,2015-04-24 00:00:00,,
7097,414,2,,2015-04-24 00:00:00,,
7098,470,2,,2015-04-24 00:00:00,,
7099,463,2,,2015-04-24 00:00:00,,
7100,465,2,,2015-04-24 00:00:00,,
7101,3343,2,,2015-04-24 00:00:00,,
7102,3346,2,,2015-04-24 00:00:00,,
7103,3342,2,,2015-04-24 00:00:00,,
7104,47,2,,2015-04-24 00:00:00,,
7105,3350,2,,2015-04-24 00:00:00,,
7107,3349,3,,2015-04-24 00:00:00,,
7108,3351,2,,2015-04-25 00:00:00,,
7109,667,2,,2015-04-25 00:00:00,,
7110,1029,2,,2015-04-25 00:00:00,,
7111,3353,2,,2015-04-26 00:00:00,,
7112,3352,3,,2015-04-27 00:00:00,,
7113,3348,2,,2015-04-27 00:00:00,,
7114,3348,2,,2015-04-28 00:00:00,,
7115,3351,2,,2015-04-28 00:00:00,,
7117,3348,2,,2015-04-28 00:00:00,,
7118,3191,2,,2015-04-29 00:00:00,,
7119,3352,3,,2015-04-30 00:00:00,,
7120,3352,15,,2015-04-30 00:00:00,,
7121,3336,10,,2015-04-30 00:00:00,,
7122,3336,3,,2015-04-30 00:00:00,,
7123,3349,15,,2015-04-30 00:00:00,,
7124,3349,3,,2015-04-30 00:00:00,,
7125,3349,3,,2015-04-30 00:00:00,,
7126,3353,10,,2015-04-30 00:00:00,,
7127,3353,3,,2015-04-30 00:00:00,,
7128,3352,10,,2015-04-30 00:00:00,,
7129,2168,15,,2015-04-30 00:00:00,,
7130,3241,2,,2015-04-30 00:00:00,,
7131,607,2,,2015-05-01 00:00:00,,
7132,610,2,,2015-05-01 00:00:00,,
7133,76,2,,2015-05-01 00:00:00,,
7134,3351,1,,2015-05-02 00:00:00,,
7135,3356,2,,2015-05-03 00:00:00,,
7136,3356,2,,2015-05-03 00:00:00,,
7137,3358,1,,2015-05-04 00:00:00,,
7138,417,2,,2015-05-04 00:00:00,,
7139,3359,2,,2015-05-05 00:00:00,,
7140,3344,2,,2015-05-05 00:00:00,,
7141,3364,2,,2015-05-06 00:00:00,,
7142,3358,2,,2015-05-06 00:00:00,,
7143,3365,1,,2015-05-06 00:00:00,,
7144,3365,2,,2015-05-06 00:00:00,,
7145,3364,2,,2015-05-06 00:00:00,,
7146,3356,2,,2015-05-06 00:00:00,,
7147,3358,2,,2015-05-06 00:00:00,,
7148,3366,2,,2015-05-06 00:00:00,,
7149,2168,15,,2015-05-07 00:00:00,,
7150,3356,2,,2015-05-07 00:00:00,,
7151,3359,2,,2015-05-07 00:00:00,,
7152,3364,2,,2015-05-07 00:00:00,,
7153,3330,2,,2015-05-07 00:00:00,,
7154,3354,2,,2015-05-07 00:00:00,,
7155,3366,2,,2015-05-07 00:00:00,,
7156,3362,2,,2015-05-07 00:00:00,,
7157,3347,2,,2015-05-07 00:00:00,,
7158,3349,3,,2015-05-07 00:00:00,,
7159,3349,4,,2015-05-07 00:00:00,,
7160,3349,10,,2015-05-07 00:00:00,,
7161,3350,2,,2015-05-07 00:00:00,,
7162,42,2,,2015-05-07 00:00:00,,
7163,3366,2,,2015-05-07 00:00:00,,
7164,3365,2,,2015-05-07 00:00:00,,
7165,221,2,,2015-05-07 00:00:00,,
7166,195,2,,2015-05-07 00:00:00,,
7167,3367,2,,2015-05-07 00:00:00,,
7168,3368,1,,2015-05-07 00:00:00,,
7169,3359,2,,2015-05-07 00:00:00,,
7170,3368,2,,2015-05-08 00:00:00,,
7171,3367,2,,2015-05-08 00:00:00,,
7172,195,2,,2015-05-09 00:00:00,,
7173,221,2,,2015-05-09 00:00:00,,
7174,3371,3,,2015-05-09 00:00:00,,
7175,3371,3,,2015-05-09 00:00:00,,
7176,3371,3,,2015-05-09 00:00:00,,
7177,3371,3,,2015-05-09 00:00:00,,
7178,3370,2,,2015-05-09 00:00:00,,
7179,3371,3,,2015-05-09 00:00:00,,
7180,893,2,,2015-05-09 00:00:00,,
7181,3371,3,,2015-05-09 00:00:00,,
7182,3371,12,,2015-05-09 00:00:00,,
7183,3371,10,,2015-05-09 00:00:00,,
7184,3356,2,,2015-05-10 00:00:00,,
7185,3358,2,,2015-05-10 00:00:00,,
7186,3359,1,,2015-05-10 00:00:00,,
7187,3374,2,,2015-05-11 00:00:00,,
7188,417,2,,2015-05-11 00:00:00,,
7189,3376,1,,2015-05-11 00:00:00,,
7190,3376,2,,2015-05-11 00:00:00,,
7191,3373,2,,2015-05-11 00:00:00,,
7192,417,16,,2015-05-11 00:00:00,,
7193,3376,2,,2015-05-12 00:00:00,,
7194,3372,2,,2015-05-12 00:00:00,,
7195,1124,2,,2015-05-13 00:00:00,,
7196,3372,2,,2015-05-13 00:00:00,,
7197,3376,2,,2015-05-13 00:00:00,,
7198,3356,2,,2015-05-13 00:00:00,,
7199,3358,2,,2015-05-13 00:00:00,,
7202,3380,3,,2015-05-13 00:00:00,,
7204,3381,3,,2015-05-13 00:00:00,,
7206,888,2,,2015-05-13 00:00:00,,
7209,417,2,,2015-05-15 00:00:00,,
7211,3381,3,,2015-05-15 00:00:00,,
7212,3380,3,,2015-05-15 00:00:00,,
7213,3375,3,,2015-05-16 00:00:00,,
7214,3378,2,,2015-05-16 00:00:00,,
7215,3382,2,,2015-05-16 00:00:00,,
7216,3380,3,,2015-05-16 00:00:00,,
7217,3380,12,,2015-05-16 00:00:00,,
7218,3380,10,,2015-05-16 00:00:00,,
7219,3381,3,,2015-05-16 00:00:00,,
7220,3381,12,,2015-05-16 00:00:00,,
7221,3381,10,,2015-05-16 00:00:00,,
7222,136,2,,2015-05-17 00:00:00,,
7223,28,2,,2015-05-17 00:00:00,,
7224,3382,2,,2015-05-17 00:00:00,,
7225,3383,15,,2015-05-20 00:00:00,,
7226,3370,2,,2015-05-20 00:00:00,,
7227,3382,1,,2015-05-20 00:00:00,,
7228,3385,2,,2015-05-21 00:00:00,,
7229,3385,2,,2015-05-22 00:00:00,,
7230,3386,2,,2015-05-24 00:00:00,,
7231,3370,2,,2015-05-27 00:00:00,,
7232,3382,2,,2015-05-27 00:00:00,,
7233,887,2,,2015-05-27 00:00:00,,
7234,888,2,,2015-05-27 00:00:00,,
7235,3378,2,,2015-05-27 00:00:00,,
7236,3384,2,,2015-05-27 00:00:00,,
7237,3334,2,,2015-05-27 00:00:00,,
7238,107,2,,2015-05-27 00:00:00,,
7239,3189,2,,2015-05-27 00:00:00,,
7240,195,2,,2015-05-27 00:00:00,,
7241,221,2,,2015-05-27 00:00:00,,
7242,232,2,,2015-05-27 00:00:00,,
7243,1039,2,,2015-05-27 00:00:00,,
7244,680,2,,2015-05-27 00:00:00,,
7245,682,2,,2015-05-27 00:00:00,,
7246,686,2,,2015-05-27 00:00:00,,
7247,691,2,,2015-05-27 00:00:00,,
7248,3293,2,,2015-05-27 00:00:00,,
7249,3292,2,,2015-05-27 00:00:00,,
7250,3290,2,,2015-05-27 00:00:00,,
7251,158,2,,2015-05-27 00:00:00,,
7252,2173,2,,2015-05-27 00:00:00,,
7253,1029,2,,2015-05-27 00:00:00,,
7254,3348,2,,2015-05-27 00:00:00,,
7255,3351,2,,2015-05-27 00:00:00,,
7256,2164,2,,2015-05-27 00:00:00,,
7257,2175,2,,2015-05-27 00:00:00,,
7258,3283,2,,2015-05-27 00:00:00,,
7259,3187,2,,2015-05-27 00:00:00,,
7260,3188,2,,2015-05-27 00:00:00,,
7261,451,2,,2015-05-27 00:00:00,,
7262,3356,2,,2015-05-27 00:00:00,,
7263,228,2,,2015-05-27 00:00:00,,
7264,725,2,,2015-05-27 00:00:00,,
7265,727,2,,2015-05-27 00:00:00,,
7266,991,2,,2015-05-27 00:00:00,,
7267,3191,2,,2015-05-27 00:00:00,,
7268,3387,2,,2015-05-27 00:00:00,,
7269,3388,2,,2015-05-27 00:00:00,,
7270,3361,2,,2015-05-28 00:00:00,,
7271,605,2,,2015-05-28 00:00:00,,
7272,3372,2,,2015-05-28 00:00:00,,
7273,1,2,,2015-05-28 00:00:00,,
7274,2,2,,2015-05-28 00:00:00,,
7275,3,2,,2015-05-28 00:00:00,,
7276,5,2,,2015-05-28 00:00:00,,
7277,6,2,,2015-05-28 00:00:00,,
7278,100,2,,2015-05-28 00:00:00,,
7280,3368,2,,2015-05-28 00:00:00,,
7281,3367,2,,2015-05-28 00:00:00,,
7282,3379,2,,2015-05-28 00:00:00,,
7283,3386,2,,2015-05-28 00:00:00,,
7284,3389,2,,2015-05-28 00:00:00,,
7285,3362,3,,2015-05-28 00:00:00,,
7286,3389,1,,2015-05-28 00:00:00,,
7287,3389,2,,2015-05-28 00:00:00,,
7288,3385,2,,2015-05-28 00:00:00,,
7289,38,2,,2015-05-28 00:00:00,,
7290,71,2,,2015-05-28 00:00:00,,
7291,158,2,,2015-05-28 00:00:00,,
7292,37,2,,2015-05-28 00:00:00,,
7293,48,2,,2015-05-28 00:00:00,,
7294,36,2,,2015-05-28 00:00:00,,
7295,3261,2,,2015-05-28 00:00:00,,
7296,3263,2,,2015-05-28 00:00:00,,
7297,3217,2,,2015-05-28 00:00:00,,
7298,54,2,,2015-05-28 00:00:00,,
7299,77,2,,2015-05-28 00:00:00,,
7300,41,2,,2015-05-28 00:00:00,,
7301,48,1,,2015-05-28 00:00:00,,
7302,471,2,,2015-05-28 00:00:00,,
7303,470,2,,2015-05-28 00:00:00,,
7304,770,2,,2015-05-28 00:00:00,,
7305,486,2,,2015-05-28 00:00:00,,
7306,479,2,,2015-05-28 00:00:00,,
7307,2133,2,,2015-05-28 00:00:00,,
7308,935,2,,2015-05-28 00:00:00,,
7309,589,2,,2015-05-28 00:00:00,,
7310,3197,2,,2015-05-28 00:00:00,,
7311,3289,2,,2015-05-28 00:00:00,,
7312,3297,2,,2015-05-28 00:00:00,,
7313,3285,2,,2015-05-28 00:00:00,,
7314,3365,2,,2015-05-28 00:00:00,,
7315,3313,2,,2015-05-28 00:00:00,,
7316,446,2,,2015-05-28 00:00:00,,
7317,3358,2,,2015-05-28 00:00:00,,
7318,22,2,,2015-05-28 00:00:00,,
7321,3362,2,,2015-05-29 00:00:00,,
7322,126,2,,2015-05-29 00:00:00,,
7323,3390,3,,2015-05-29 00:00:00,,
7324,3195,2,,2015-05-29 00:00:00,,
7325,3196,2,,2015-05-29 00:00:00,,
7326,3391,2,,2015-05-29 00:00:00,,
7327,3392,2,,2015-05-29 00:00:00,,
7328,690,2,,2015-05-29 00:00:00,,
7329,680,2,,2015-05-29 00:00:00,,
7330,16,2,,2015-05-30 00:00:00,,
7331,32,2,,2015-05-30 00:00:00,,
7332,3392,2,,2015-05-30 00:00:00,,
